age,exercise,reps,duration_min,reps_per_min,met,value_type,source_baseline
18,push-up,102,2.0,51.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
21,crunch,240,10.0,24.0,3.41,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
45,jumping_jack,65,5.0,13.0,4.26,estimated_synthetic,NCCOR Youth Compendium
24,squat,102,2.0,51.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
67,push-up,140,10.0,14.0,5.21,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
63,crunch,50,5.0,10.0,2.56,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
46,jumping_jack,120,3.0,40.0,5.27,estimated_synthetic,NCCOR Youth Compendium
22,squat,87,1.5,58.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
43,push-up,168,3.0,56.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
36,crunch,10,1.0,10.0,2.77,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
31,jumping_jack,64,1.5,42.67,5.24,estimated_synthetic,NCCOR Youth Compendium
62,squat,42,1.0,42.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
57,push-up,20,5.0,4.0,3.86,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
23,crunch,43,1.0,43.0,3.24,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
43,jumping_jack,45,1.0,45.0,5.3,estimated_synthetic,NCCOR Youth Compendium
39,squat,32,2.0,16.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
51,push-up,100,2.0,50.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
40,crunch,60,2.0,30.0,3.45,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
64,jumping_jack,2,0.5,4.0,4.08,estimated_synthetic,NCCOR Youth Compendium
36,squat,80,8.0,10.0,6.04,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
23,push-up,20,0.5,40.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
44,crunch,10,1.5,6.67,2.35,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
41,jumping_jack,480,8.0,60.0,5.75,estimated_synthetic,NCCOR Youth Compendium
31,squat,88,8.0,11.0,6.7,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
41,push-up,4,0.5,8.0,5.1,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
67,crunch,26,1.5,17.33,3.17,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
28,jumping_jack,145,5.0,29.0,4.62,estimated_synthetic,NCCOR Youth Compendium
15,squat,42,1.0,42.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
25,push-up,9,0.5,18.0,7.06,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
57,crunch,19,0.5,38.0,3.41,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
19,jumping_jack,152,8.0,19.0,4.29,estimated_synthetic,NCCOR Youth Compendium
55,squat,4,1.0,4.0,3.04,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
34,push-up,102,2.0,51.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
32,crunch,118,2.0,59.0,3.4,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
61,jumping_jack,99,3.0,33.0,4.89,estimated_synthetic,NCCOR Youth Compendium
60,squat,44,2.0,22.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
38,push-up,162,3.0,54.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
54,crunch,60,10.0,6.0,2.28,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
55,jumping_jack,155,5.0,31.0,4.86,estimated_synthetic,NCCOR Youth Compendium
24,squat,120,8.0,15.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
25,push-up,108,3.0,36.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
49,crunch,120,3.0,40.0,3.34,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
46,jumping_jack,80,2.0,40.0,4.79,estimated_synthetic,NCCOR Youth Compendium
61,squat,18,3.0,6.0,3.68,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
34,push-up,272,8.0,34.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
20,crunch,230,5.0,46.0,3.51,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
40,jumping_jack,210,5.0,42.0,5.15,estimated_synthetic,NCCOR Youth Compendium
32,squat,275,5.0,55.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
26,push-up,82,2.0,41.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
36,crunch,20,0.5,40.0,3.28,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
22,jumping_jack,600,10.0,60.0,5.83,estimated_synthetic,NCCOR Youth Compendium
56,squat,60,1.5,40.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
66,push-up,8,0.5,16.0,5.71,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
46,crunch,17,1.0,17.0,3.1,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
57,jumping_jack,78,3.0,26.0,4.21,estimated_synthetic,NCCOR Youth Compendium
67,squat,35,5.0,7.0,4.0,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
15,push-up,86,2.0,43.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
52,crunch,120,10.0,12.0,2.87,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
35,jumping_jack,128,8.0,16.0,4.15,estimated_synthetic,NCCOR Youth Compendium
52,squat,8,1.0,8.0,4.89,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
43,push-up,224,8.0,28.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
70,crunch,344,8.0,43.0,3.25,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
31,jumping_jack,270,5.0,54.0,5.53,estimated_synthetic,NCCOR Youth Compendium
27,squat,159,3.0,53.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
68,push-up,472,8.0,59.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
31,crunch,6,1.5,4.0,2.11,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
15,jumping_jack,24,1.5,16.0,4.39,estimated_synthetic,NCCOR Youth Compendium
52,squat,65,5.0,13.0,7.81,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
65,push-up,350,10.0,35.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
33,crunch,90,5.0,18.0,3.16,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
25,jumping_jack,170,10.0,17.0,4.14,estimated_synthetic,NCCOR Youth Compendium
34,squat,50,1.0,50.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
43,push-up,328,8.0,41.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
65,crunch,80,10.0,8.0,2.69,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
64,jumping_jack,70,5.0,14.0,4.4,estimated_synthetic,NCCOR Youth Compendium
64,squat,37,1.0,37.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
23,push-up,288,8.0,36.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
41,crunch,18,0.5,36.0,3.34,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
58,jumping_jack,10,0.5,20.0,4.6,estimated_synthetic,NCCOR Youth Compendium
68,squat,40,1.5,26.67,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
57,push-up,7,0.5,14.0,6.32,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
19,crunch,312,8.0,39.0,3.45,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
70,jumping_jack,37,1.0,37.0,4.98,estimated_synthetic,NCCOR Youth Compendium
38,squat,90,1.5,60.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
18,push-up,90,5.0,18.0,6.7,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
38,crunch,40,2.0,20.0,3.53,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
32,jumping_jack,50,2.0,25.0,4.45,estimated_synthetic,NCCOR Youth Compendium
26,squat,26,0.5,52.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
21,push-up,6,1.0,6.0,4.8,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
57,crunch,56,1.0,56.0,3.49,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
62,jumping_jack,72,1.5,48.0,5.79,estimated_synthetic,NCCOR Youth Compendium
66,squat,90,5.0,18.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
56,push-up,225,5.0,45.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
22,crunch,104,8.0,13.0,2.81,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
46,jumping_jack,10,1.5,6.67,3.87,estimated_synthetic,NCCOR Youth Compendium
37,squat,19,0.5,38.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
24,push-up,10,0.5,20.0,7.3,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
44,crunch,102,2.0,51.0,3.37,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
28,jumping_jack,30,1.5,20.0,4.35,estimated_synthetic,NCCOR Youth Compendium
47,squat,200,5.0,40.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
16,push-up,25,5.0,5.0,4.36,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
35,crunch,400,10.0,40.0,3.35,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
65,jumping_jack,460,10.0,46.0,5.32,estimated_synthetic,NCCOR Youth Compendium
39,squat,104,8.0,13.0,7.79,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
29,push-up,75,5.0,15.0,6.44,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
33,crunch,90,5.0,18.0,3.31,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
39,jumping_jack,520,10.0,52.0,5.78,estimated_synthetic,NCCOR Youth Compendium
34,squat,450,10.0,45.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
59,push-up,141,3.0,47.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
20,crunch,20,0.5,40.0,3.37,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
66,jumping_jack,50,2.0,25.0,4.91,estimated_synthetic,NCCOR Youth Compendium
65,squat,3,1.0,3.0,2.86,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
27,push-up,12,0.5,24.0,8.2,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
41,crunch,2,0.5,4.0,2.4,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
42,jumping_jack,57,1.5,38.0,5.38,estimated_synthetic,NCCOR Youth Compendium
36,squat,56,1.0,56.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
60,push-up,45,1.0,45.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
50,crunch,56,1.0,56.0,3.4,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
31,jumping_jack,260,10.0,26.0,4.34,estimated_synthetic,NCCOR Youth Compendium
30,squat,111,3.0,37.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
36,push-up,30,0.5,60.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
38,crunch,20,2.0,10.0,2.77,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
34,jumping_jack,31,1.0,31.0,4.97,estimated_synthetic,NCCOR Youth Compendium
36,squat,300,10.0,30.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
68,push-up,230,10.0,23.0,6.87,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
48,crunch,96,8.0,12.0,2.69,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
42,jumping_jack,160,8.0,20.0,4.51,estimated_synthetic,NCCOR Youth Compendium
52,squat,6,0.5,12.0,7.38,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
58,push-up,39,1.5,26.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
26,crunch,8,1.5,5.33,2.42,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
68,jumping_jack,54,1.0,54.0,5.73,estimated_synthetic,NCCOR Youth Compendium
22,squat,70,2.0,35.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
50,push-up,51,1.5,34.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
60,crunch,90,3.0,30.0,3.45,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
22,jumping_jack,360,10.0,36.0,5.28,estimated_synthetic,NCCOR Youth Compendium
30,squat,6,0.5,12.0,7.4,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
42,push-up,90,5.0,18.0,6.99,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
26,crunch,26,0.5,52.0,3.63,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
26,jumping_jack,33,3.0,11.0,4.39,estimated_synthetic,NCCOR Youth Compendium
52,squat,255,5.0,51.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
55,push-up,100,10.0,10.0,5.6,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
31,crunch,18,3.0,6.0,2.41,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
40,jumping_jack,138,3.0,46.0,5.55,estimated_synthetic,NCCOR Youth Compendium
36,squat,51,1.5,34.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
24,push-up,110,10.0,11.0,5.71,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
49,crunch,80,8.0,10.0,2.71,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
34,jumping_jack,16,0.5,32.0,5.11,estimated_synthetic,NCCOR Youth Compendium
65,squat,13,1.0,13.0,6.77,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
58,push-up,260,10.0,26.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
50,crunch,40,2.0,20.0,3.34,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
29,jumping_jack,16,2.0,8.0,3.88,estimated_synthetic,NCCOR Youth Compendium
66,squat,304,8.0,38.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
32,push-up,160,10.0,16.0,6.7,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
24,crunch,55,5.0,11.0,2.83,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
22,jumping_jack,36,2.0,18.0,4.52,estimated_synthetic,NCCOR Youth Compendium
39,squat,70,1.5,46.67,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
35,push-up,48,1.5,32.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
22,crunch,160,8.0,20.0,3.22,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
34,jumping_jack,14,0.5,28.0,4.59,estimated_synthetic,NCCOR Youth Compendium
47,squat,156,3.0,52.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
61,push-up,45,3.0,15.0,5.53,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
61,crunch,18,0.5,36.0,3.6,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
56,jumping_jack,19,0.5,38.0,4.95,estimated_synthetic,NCCOR Youth Compendium
20,squat,232,8.0,29.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
19,push-up,550,10.0,55.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
15,crunch,24,2.0,12.0,2.78,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
56,jumping_jack,18,1.0,18.0,4.33,estimated_synthetic,NCCOR Youth Compendium
20,squat,26,0.5,52.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
69,push-up,18,1.0,18.0,6.16,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
50,crunch,88,8.0,11.0,2.86,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
70,jumping_jack,10,0.5,20.0,4.42,estimated_synthetic,NCCOR Youth Compendium
66,squat,21,1.0,21.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
59,push-up,88,1.5,58.67,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
63,crunch,13,0.5,26.0,3.25,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
44,jumping_jack,156,3.0,52.0,5.36,estimated_synthetic,NCCOR Youth Compendium
20,squat,20,0.5,40.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
18,push-up,48,2.0,24.0,7.82,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
68,crunch,115,5.0,23.0,3.35,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
38,jumping_jack,38,1.5,25.33,4.82,estimated_synthetic,NCCOR Youth Compendium
21,squat,9,1.5,6.0,3.63,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
18,push-up,42,1.0,42.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
63,crunch,408,8.0,51.0,3.31,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
38,jumping_jack,520,10.0,52.0,5.65,estimated_synthetic,NCCOR Youth Compendium
24,squat,33,1.5,22.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
30,push-up,40,1.0,40.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
68,crunch,280,10.0,28.0,3.45,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
41,jumping_jack,410,10.0,41.0,5.2,estimated_synthetic,NCCOR Youth Compendium
59,squat,18,0.5,36.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
51,push-up,100,10.0,10.0,5.47,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
61,crunch,120,2.0,60.0,3.37,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
33,jumping_jack,44,2.0,22.0,4.09,estimated_synthetic,NCCOR Youth Compendium
69,squat,39,3.0,13.0,6.8,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
17,push-up,15,1.0,15.0,6.12,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
58,crunch,185,5.0,37.0,3.47,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
15,jumping_jack,250,10.0,25.0,4.67,estimated_synthetic,NCCOR Youth Compendium
64,squat,150,10.0,15.0,7.54,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
42,push-up,64,1.5,42.67,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
60,crunch,13,0.5,26.0,3.38,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
70,jumping_jack,440,10.0,44.0,5.0,estimated_synthetic,NCCOR Youth Compendium
49,squat,174,3.0,58.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
59,push-up,50,10.0,5.0,4.75,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
64,crunch,180,5.0,36.0,3.42,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
32,jumping_jack,87,3.0,29.0,4.73,estimated_synthetic,NCCOR Youth Compendium
29,squat,152,8.0,19.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
67,push-up,92,2.0,46.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
17,crunch,6,0.5,12.0,2.63,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
29,jumping_jack,33,3.0,11.0,4.12,estimated_synthetic,NCCOR Youth Compendium
32,squat,25,5.0,5.0,3.07,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
37,push-up,8,0.5,16.0,6.73,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
66,crunch,138,3.0,46.0,3.21,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
57,jumping_jack,290,10.0,29.0,4.67,estimated_synthetic,NCCOR Youth Compendium
42,squat,6,1.5,4.0,2.91,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
24,push-up,176,8.0,22.0,8.01,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
48,crunch,210,10.0,21.0,3.16,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
42,jumping_jack,20,2.0,10.0,3.83,estimated_synthetic,NCCOR Youth Compendium
18,squat,177,3.0,59.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
67,push-up,480,10.0,48.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
57,crunch,99,3.0,33.0,3.4,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
66,jumping_jack,22,0.5,44.0,5.29,estimated_synthetic,NCCOR Youth Compendium
33,squat,360,10.0,36.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
26,push-up,51,1.5,34.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
52,crunch,76,2.0,38.0,3.3,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
33,jumping_jack,48,8.0,6.0,3.78,estimated_synthetic,NCCOR Youth Compendium
26,squat,10,1.0,10.0,6.32,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
16,push-up,21,1.0,21.0,7.36,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
70,crunch,135,3.0,45.0,3.41,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
33,jumping_jack,21,1.0,21.0,4.5,estimated_synthetic,NCCOR Youth Compendium
47,squat,55,5.0,11.0,6.62,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
21,push-up,140,10.0,14.0,6.41,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
33,crunch,41,1.0,41.0,3.21,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
34,jumping_jack,3,0.5,6.0,4.12,estimated_synthetic,NCCOR Youth Compendium
29,squat,54,1.5,36.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
20,push-up,80,8.0,10.0,5.4,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
35,crunch,18,0.5,36.0,3.45,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
41,jumping_jack,36,3.0,12.0,4.4,estimated_synthetic,NCCOR Youth Compendium
61,squat,69,3.0,23.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
69,push-up,40,1.0,40.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
21,crunch,280,5.0,56.0,3.29,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
29,jumping_jack,8,1.0,8.0,4.07,estimated_synthetic,NCCOR Youth Compendium
16,squat,14,1.0,14.0,7.77,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
53,push-up,232,8.0,29.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
58,crunch,4,0.5,8.0,2.45,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
65,jumping_jack,40,1.5,26.67,4.74,estimated_synthetic,NCCOR Youth Compendium
50,squat,200,8.0,25.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
61,push-up,160,5.0,32.0,7.88,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
35,crunch,40,10.0,4.0,2.26,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
50,jumping_jack,185,5.0,37.0,5.06,estimated_synthetic,NCCOR Youth Compendium
65,squat,260,5.0,52.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
45,push-up,52,1.0,52.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
58,crunch,43,1.0,43.0,3.54,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
47,jumping_jack,99,3.0,33.0,4.86,estimated_synthetic,NCCOR Youth Compendium
58,squat,16,0.5,32.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
31,push-up,456,8.0,57.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
58,crunch,6,1.0,6.0,2.29,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
38,jumping_jack,33,1.0,33.0,4.94,estimated_synthetic,NCCOR Youth Compendium
37,squat,30,1.5,20.0,8.5,estimated_synthetic,Nakagata et al. 2022 (21–29; 1–6 reps/min)
51,push-up,20,0.5,40.0,8.5,estimated_synthetic,Nakagata et al. 2022 + NCCOR Youth Compendium
63,crunch,64,1.5,42.67,3.49,estimated_synthetic,Nakagata et al. 2019 + NCCOR Youth Compendium curl-ups
